StockCode,Quantite_Totale,CA_Total,Nb_Lignes_Commandes,Nb_Clients_Uniques
23027,287,596.96,27,26
23028,1247,2000.1899999999998,116,88
23029,1284,2080.2,138,97
23031,1246,2017.4999999999998,140,93
23032,2264,3629.9999999999995,190,117
23033,685,952.4499999999999,60,42
23034,947,1332.35,82,57
23035,2089,2941.69,170,110
23036,183,228.75,16,14
23037,193,315.28999999999996,18,17
23038,41,38.029999999999994,6,4
23039,192,370.79999999999995,23,22
23040,246,1318.5,38,33
23041,260,1079.0,48,46
23042,99,658.35,25,25
23043,75,468.75,19,18
23044,103,427.45000000000005,27,24
23045,116,481.40000000000003,23,22
23046,347,2091.55,34,31
23047,58,333.5,26,25
23048,564,2264.7400000000002,92,81
23049,435,3572.75,169,103
23050,459,3763.55,176,116
23051,335,2741.35,133,95
23052,571,4694.75,221,147
23053,319,2598.15,130,105
23054,268,2206.2,110,81
23055,561,1292.97,39,33
23056,869,2808.41,41,33
23057,677,1660.99,44,38
23058,486,421.02000000000004,44,39
23060,244,507.52000000000004,41,34
23061,964,1199.96,91,76
23064,220,3617.6000000000004,22,20
23065,257,3115.3,93,81
23066,245,1963.65,76,69
23067,277,1149.5500000000002,78,63
23068,805,1937.2100000000003,133,106
23069,89,556.25,32,27
23070,147,610.0500000000001,33,29
23071,317,1230.1,22,16
23072,326,1099.0,22,21
23073,142,1694.0,60,49
23074,225,452.34000000000003,36,32
23075,470,1931.3000000000002,80,61
23076,7920,9668.16,249,202
23077,9662,11640.7,309,217
23078,6607,8077.31,213,159
23079,250,2216.5,107,83
23080,1003,7962.03,228,148
23081,454,3614.64,116,80
23082,2265,8129.43,273,205
23083,1860,6739.63,213,161
23084,27202,51346.2,842,450
23085,374,3489.7000000000003,81,64
23086,1194,1371.54,37,31
23087,830,997.1800000000001,49,43
23088,760,947.18,57,52
23089,2136,3497.22,138,101
23090,2130,1723.62,126,96
23091,570,3488.25,200,160
23092,509,3584.0600000000004,126,96
23093,916,2125.1600000000003,124,105
23094,147,1837.5,74,65
23096,1007,1629.83,119,89
23099,132,858.9000000000001,55,46
23100,2093,2565.85,222,180
23101,1948,1574.6,196,175
23102,1245,1006.9499999999999,144,128
23103,3939,6456.149999999999,334,231
23104,116,1355.5,44,38
23106,283,769.27,50,49
23107,340,919.8000000000001,61,60
23108,2194,12985.23,354,271
23109,2325,6528.25,237,178
23110,664,3685.2,221,157
23111,296,3464.8,125,80
23112,472,3444.8,184,134
23113,1138,5695.86,43,39
23114,144,684.0000000000001,41,40
23115,147,698.85,40,38
23116,72,327.6,18,17
23117,85,420.75,39,39
23118,765,5399.02,225,154
23119,2156,1276.33,117,97
23120,1648,657.6,92,69
23121,2465,960.42,96,81
23122,2093,1554.31,99,89
23123,900,706.0799999999999,69,64
23124,503,595.15,24,23
23125,405,443.25,16,15
23126,1089,5297.030000000001,278,198
23127,714,3511.34,185,146
23128,436,2109.88,132,112
23129,942,3933.1800000000003,165,138
23130,918,3748.42,167,139
23131,894,3636.78,110,91
23132,1022,5069.58,144,115
23133,759,5142.91,134,94
23134,1064,6414.48,37,29
23135,1538,5378.8,42,31
23136,127,467.05,44,39
23137,80,253.24,20,18
23138,875,1209.1499999999999,80,60
23139,407,503.83,24,20
23140,160,658.5400000000001,35,29
23141,68,215.00000000000003,18,18
23142,116,1137.65,36,34
23143,25,156.8,12,12
23144,4894,3879.9799999999996,238,180
23145,2054,1919.3399999999997,151,128
23146,781,2535.89,217,151
23147,1845,2672.85,255,170
23148,2118,1756.4999999999998,244,143
23149,97,241.53000000000003,19,17
23150,139,346.11,40,33
23151,60,106.9,20,18
23152,545,2013.51,152,108
23153,248,923.63,78,67
23154,2472,4986.49,228,141
23155,2106,1679.34,113,84
23156,1638,3311.78,191,117
23157,2543,5058.59,153,111
23158,2538,5121.4800000000005,189,96
23159,2283,4620.97,202,121
23160,1404,1666.8,61,50
23161,1608,1896.6000000000001,68,58
23162,1362,4789.24,142,96
23163,1714,3949.7000000000003,134,95
23164,564,2579.21,80,70
23165,2954,4624.499999999999,225,167
23166,77916,81416.73000000001,198,138
23167,5666,4184.179999999999,184,129
23168,2850,3285.67,223,140
23169,1453,5837.950000000001,265,203
23170,6575,10190.789999999999,329,224
23171,5966,9184.9,271,195
23172,3688,5793.28,224,160
23173,2666,23073.32,361,248
23174,2956,11575.54,269,190
23175,3066,9008.0,273,206
23176,2090,4377.76,189,159
23177,2431,5036.55,220,174
23178,312,845.5,57,50
23179,304,837.88,40,36
23180,104,471.90000000000003,36,29
23181,185,1484.25,69,60
23182,3414,2837.5699999999997,267,140
23183,178,690.71,59,45
23184,778,3749.5,199,129
23185,323,116.58999999999999,32,27
23186,1982,819.4599999999999,71,57
23187,2338,695.06,75,66
23188,3098,5103.459999999999,288,207
23189,1215,3319.35,114,89
23190,1678,2691.14,180,145
23191,2176,3520.3999999999996,257,182
23192,3286,5225.219999999999,324,224
23193,1855,3768.57,143,109
23194,1754,3688.67,177,142
23196,1760,2484.7999999999997,243,170
23197,1368,1971.04,186,116
23198,3067,4346.99,386,259
23199,13887,26451.260000000002,726,344
23200,6733,13043.24,477,262
23201,12540,24175.0,761,396
23202,10716,20963.93,782,377
23203,19516,37684.38,1098,505
23204,7039,5632.15,427,199
23205,5152,4106.72,349,201
23206,11565,18278.25,895,401
23207,7554,12029.06,671,377
23208,6225,10006.45,615,305
23209,13004,20817.56,1029,469
23210,2803,3377.75,169,115
23211,2208,2634.0,120,82
23212,2179,2582.63,154,104
23213,1595,1923.19,125,95
23214,777,1635.23,98,79
23215,3547,6962.04,203,162
23216,518,613.51,41,32
23217,1290,1567.0,86,64
23218,372,465.81,33,27
23219,404,504.6,52,41
23220,930,775.26,79,55
23221,1461,1241.59,114,85
23222,776,690.64,66,49
23223,747,671.77,70,51
23224,719,620.4499999999999,59,44
23225,1297,1090.4299999999998,70,46
23226,1199,1478.59,72,56
23227,1592,1947.06,87,61
23228,1397,1726.3,79,58
23229,1804,6336.43,219,186
23230,7950,3207.0,233,178
23231,7225,2986.5,257,190
23232,8626,3478.92,243,188
23233,5175,2105.5,159,130
23234,1635,4576.05,235,201
23235,729,1902.69,99,88
23236,2459,6828.31,296,203
23237,1044,4212.200000000001,170,131
23238,1788,7170.6,244,150
23239,823,3188.05,163,125
23240,4103,16432.25,498,323
23241,2024,4099.52,295,183
23242,1436,2898.56,196,132
23243,4663,22133.83,389,275
23244,925,1692.9099999999999,105,87
23245,5856,26625.68,727,472
23247,2060,5795.2,277,231
23249,802,1294.4999999999998,69,57
23250,1103,1358.59,89,64
23251,1646,1956.7,103,80
23252,590,2168.34,128,104
23253,214,3082.1,47,44
23254,1664,6704.0,284,204
23255,963,3856.59,144,116
23256,2018,8123.780000000001,330,232
23263,3747,4829.08,431,269
23264,1845,2400.45,267,177
23265,1680,2172.46,270,180
23266,1975,2543.39,297,201
23267,1158,1427.34,94,79
23268,1435,1981.6299999999999,79,68
23269,755,1075.55,79,63
23270,1166,1625.8999999999999,125,96
23271,1622,1316.82,78,69
23272,352,522.7399999999999,35,34
23273,928,1533.84,98,88
23274,1142,1875.0599999999997,102,85
23275,3642,4327.42,285,171
23280,1995,1546.91,135,87
23281,1270,976.22,94,56
23282,753,612.7199999999999,104,67
23283,967,6600.27,209,146
23284,5342,35913.85,655,378
23285,4679,4384.83,132,108
23286,4901,4528.29,164,125
23287,1782,1452.3,149,114
23288,4505,4261.889999999999,135,107
23289,1553,1854.8500000000001,142,111
23290,2367,2757.15,174,125
23291,1549,1881.39,146,104
23292,2082,2487.62,166,113
23293,8243,6469.45,475,323
23294,4292,3360.18,302,214
23295,5963,4675.61,370,250
23296,4879,5687.150000000001,324,243
23297,4260,6677.0,142,123
23298,7785,36173.950000000004,1024,573
23299,983,3567.67,124,110
23300,6303,9963.39,649,351
23301,7740,12493.48,768,405
23302,1481,1993.9099999999999,193,140
23303,65,126.75,6,6
23304,71,138.45,9,9
23305,82,159.9,9,9
23306,2692,3819.9399999999996,211,182
23307,11675,5982.09,529,366
23308,5967,3098.21,317,209
23309,7727,3729.05,315,178
23310,11891,4894.83,214,146
23311,2199,5564.25,284,246
23312,1365,5527.150000000001,198,168
23313,2755,12994.77,371,254
23314,393,4663.52,106,87
23315,202,1894.7,76,63
23316,236,2222.2,96,75
23317,162,1557.8999999999999,71,56
23318,3647,8350.41,337,270
23319,3539,8216.79,381,300
23320,2635,6926.110000000001,321,260
23321,4283,6832.829999999999,605,378
23322,2908,8184.700000000001,528,350
23323,1426,2963.1000000000004,282,210
23324,381,770.4000000000001,39,38
23325,444,701.4,30,27
23326,3370,2000.2200000000003,56,52
23327,1710,1012.0200000000001,35,33
23328,2067,7510.29,289,195
23329,1712,2812.7999999999997,243,168
23330,1761,2193.69,210,158
23331,1492,932.2800000000001,86,67
23332,1996,3283.7999999999997,281,207
23333,2030,2524.9,232,179
23334,2154,1345.5,101,83
23335,359,724.6400000000001,83,62
23336,200,418.05,65,46
23337,169,351.52000000000004,60,49
23338,405,820.32,91,62
23339,150,312.0,58,43
23340,2465,3899.2499999999995,124,112
23341,282,2325.6,99,75
23342,367,3068.5,157,105
23343,4908,9748.34,396,286
23344,8954,17679.72,602,391
23345,2398,2759.5,138,100
23346,2571,2975.75,142,106
23347,827,999.75,71,51
23348,680,1371.48,127,95
23349,2857,3462.89,257,214
23350,2593,3165.65,255,205
23351,3058,3699.02,278,242
23352,1596,1964.76,165,151
23353,3735,3076.2899999999995,261,227
23354,3346,2753.4199999999996,271,235
23355,5338,24426.300000000003,740,474
23356,2352,13115.400000000001,473,316
23357,435,1843.5500000000002,91,79
23358,528,1689.9,68,61
23359,979,1840.6499999999999,77,73
23360,1151,2158.0499999999997,112,94
23365,1531,992.7500000000001,133,107
23366,1923,1211.5500000000002,145,115
23367,2785,1807.8500000000001,238,184
23368,2155,1398.3500000000001,185,134
23369,901,1053.29,98,80
23370,1359,1650.1100000000001,113,86
23371,1505,1783.97,140,98
23372,1296,1522.72,105,76
23373,1563,1241.6599999999999,88,86
23374,2444,1944.08,122,108
23375,1327,1068.1399999999999,89,85
23376,2642,1000.14,118,104
23377,1203,469.16999999999996,84,69
23378,3419,1272.9299999999998,156,127
23379,1175,428.01,51,49
23380,2159,811.77,96,86
23381,1487,549.6899999999999,67,59
23382,1712,6155.04,164,136
23388,793,3170.9500000000003,138,115
23389,1050,4217.5,212,159
23390,725,2888.75,153,117
23391,361,1458.15,71,58
23392,592,1175.68,83,70
23393,769,2883.75,208,165
23394,395,1481.25,124,90
23395,696,2604.48,185,141
23396,616,2304.48,175,134
23397,434,4069.9,176,139
23398,591,499.22999999999996,66,53
23399,1823,1546.4299999999998,191,146
23400,448,2247.36,96,76
23401,443,2155.51,70,59
23402,281,1031.67,56,47
23403,596,1984.06,112,80
23404,969,4108.58,136,104
23405,237,1137.95,60,54
23406,435,2154.79,95,65
23407,250,2446.62,119,103
23408,310,644.8000000000001,59,53
23409,208,771.72,41,39
23410,36,290.1,18,16
23411,217,1016.5500000000001,47,42
23412,351,2269.14,72,64
23413,160,763.2,45,34
23414,139,1348.01,62,58
23415,326,405.59999999999997,45,42
23416,123,155.06999999999996,18,18
23417,140,137.76,22,21
23418,534,1068.96,61,55
23419,438,897.12,62,56
23420,160,332.8,29,26
23421,154,320.32,27,24
23422,196,407.68,31,29
23423,202,757.5,51,47
23424,413,1986.75,104,87
23425,237,435.43,35,35
23426,1232,3192.56,175,126
23427,228,2648.4,108,87
23428,70,559.5,26,25
23429,44,358.6,20,19
23430,35,285.25,17,16
23431,1432,1117.28,72,63
23432,1274,1046.86,72,65
23433,1215,1003.17,82,76
23434,1792,1632.4,136,129
23435,679,608.65,45,40
23436,1929,2251.65,92,91
23437,1909,2302.25,111,108
23438,1796,2161.0,100,88
23439,3762,7660.200000000001,399,268
23440,164,299.36,5,5
23441,22,9.24,3,3
23442,42,87.36,10,7
23444,79,1200.0,79,63
23445,2667,2147.6099999999997,96,81
23446,157,230.24999999999997,3,3
23447,158,231.89999999999998,4,4
23448,25,41.24999999999999,3,3
23449,12,15.0,1,1
23451,269,520.9499999999999,46,38
23452,510,990.9,81,69
23453,323,627.4499999999999,50,40
23454,166,679.3000000000001,53,41
23455,206,566.5400000000001,35,32
23456,158,634.1,36,33
23457,105,503.55,30,27
23458,51,762.4499999999999,30,30
23459,33,412.5,19,19
23460,108,1007.0799999999999,43,41
23461,839,2950.05,96,75
23462,77,1482.1499999999999,44,43
23463,12,119.39999999999999,7,7
23464,16,79.2,6,6
23465,28,231.0,15,15
23466,49,398.25,21,20
23467,23,75.67,5,5
23468,19,156.75,11,11
23469,320,1255.7600000000002,63,61
23470,220,1323.4,75,70
23471,65,605.9499999999999,27,26
23472,55,792.8499999999999,31,29
23473,666,531.66,44,41
23474,297,246.51,28,26
23475,280,232.39999999999998,26,25
23476,198,247.5,18,18
23477,85,106.25,8,8
23478,278,307.18,10,9
23479,110,827.5,41,35
23480,1719,6126.09,178,143
23481,217,266.21,30,23
23482,415,651.15,36,32
23483,1322,1541.62,69,57
23484,174,483.66,26,25
23485,259,5719.0,80,70
23486,267,3879.15,68,64
23487,78,753.9999999999999,42,41
23489,876,2512.44,143,125
23490,539,1988.13,96,83
23491,226,1864.5,77,64
23492,74,610.5,26,24
23493,3522,6747.9,364,282
23494,726,4218.7,179,145
23495,192,240.0,24,21
23496,88,110.0,22,21
23497,2514,3513.1,179,150
23498,1591,2205.95,93,77
23499,1247,523.74,98,86
23500,1585,1935.05,93,76
23501,1772,2105.8,89,77
23502,690,838.98,88,80
23503,3435,4246.71,337,284
23504,1668,2082.48,203,164
23505,1065,1247.25,111,93
23506,2718,1116.36,137,114
23507,2841,1129.02,111,91
23508,2476,1014.72,118,95
23509,1043,434.46000000000004,57,51
23510,2298,902.16,101,90
23511,526,1050.58,88,83
23512,485,923.54,50,46
23513,556,1072.96,62,59
23514,458,909.14,62,57
23515,558,1075.3799999999999,60,58
23516,292,1028.76,43,39
23517,312,860.88,51,50
23518,358,957.82,42,40
23519,219,755.01,19,18
23520,166,589.38,31,30
23521,388,648.62,22,21
23522,341,652.17,21,20
23523,357,1151.43,38,35
23524,465,1441.98,51,42
23525,568,1781.64,45,38
23526,882,4346.82,92,79
23527,416,1398.72,44,40
23528,462,1381.38,34,30
23529,629,1952.3100000000002,30,26
23530,1043,4270.95,75,60
23531,963,5340.21,99,77
23532,205,853.47,26,23
23533,210,936.34,31,27
23534,1207,6326.83,196,159
23535,1128,5928.36,167,135
23536,613,3274.0299999999997,74,68
23537,98,446.70000000000005,21,20
23538,327,1278.87,28,25
23539,237,1129.71,35,32
23540,146,890.54,10,9
23541,829,6154.69,120,97
23542,484,3442.68,70,55
23543,1228,6877.72,97,81
23544,164,1015.78,20,17
23545,2475,1023.5,84,76
23546,3275,1375.5,121,106
23547,1575,661.5,62,57
23548,1075,451.5,43,42
23549,1300,546.0,51,46
23550,1850,761.0,63,60
23551,1617,630.63,100,88
23552,1731,3338.8,111,93
23553,558,6257.35,63,50
23554,421,4755.65,56,49
23555,422,4768.15,52,45
23556,438,4949.55,55,46
23557,347,3867.85,29,25
23558,413,4641.7,50,43
23559,566,1135.52,78,69
23560,164,449.96,21,20
23561,167,458.63,13,13
23562,245,684.05,39,37
23564,587,703.51,42,39
23565,348,435.0,31,28
23566,786,922.02,47,44
23567,187,233.75,19,15
23568,580,664.52,28,24
23569,933,4531.95,184,152
23570,1846,2307.5,248,203
23571,2036,3330.5999999999995,227,195
23574,14,105.0,14,9
23575,164,305.4,24,22
23576,185,346.34999999999997,30,28
23578,56,109.2,11,11
23579,151,280.05,26,22
23580,111,216.45,22,20
23581,4373,8529.24,315,230
23582,4447,8535.26,241,186
23583,3315,5267.75,311,233
23597,248,667.6,30,28
23598,421,1177.95,43,40
23630,1,2.99,1,1
23660,293,483.44999999999993,31,30
23661,204,336.59999999999997,24,23
23664,1,1.65,1,1
23681,1548,2434.2,120,105
23691,1175,481.5,38,36
23692,50,21.0,2,2
23694,348,141.84,24,23
23695,727,296.7,46,41
23697,438,179.64,27,26
23702,4,27.0,3,3
23843,80995,168469.6,1,1
35001G,157,510.83,27,23
35001W,92,270.02000000000004,5,5
35004B,475,2251.15,48,30
35004C,393,1882.65,38,28
35004G,126,448.3,20,16
35004P,1,5.45,1,1
35095A,811,293.82,34,29
35095B,772,277.44,41,36
35241,89,413.95000000000005,30,27
35265,16,50.25,11,11
35271S,19,3.6100000000000003,2,2
35400,10,89.5,5,5
35443,7,5.949999999999999,5,5
35471D,1668,695.4599999999999,148,114
35591T,5,6.25,4,4
35597A,1,1.25,1,1
35597B,1,1.25,1,1
35597D,46,17.48,2,2
35598A,9,26.550000000000004,2,2
35598B,554,433.70000000000005,22,20
35598C,2,5.9,2,2
35598D,660,433.22,24,23
35599B,209,503.85,23,19
35599D,186,465.38,19,17
35607A,24,4.5600000000000005,1,1
35607B,96,18.240000000000002,7,7
35610A,8,10.0,1,1
35610B,24,30.0,1,1
35610C,24,30.0,1,1
35637A,166,363.7,24,23
35637C,28,62.6,7,7
35638A,38,82.1,5,5
35638B,56,109.2,4,4
35645,4,17.0,3,2
35646,513,668.88,46,32
35647,13,16.25,2,2
35648,814,776.42,64,40
35649,16,51.82,7,5
35650,1,4.95,1,1
35651,330,557.0999999999999,34,29
35653,47,138.65,17,11
35809A,389,374.94,42,37
35809B,8,9.18,3,3
35810A,603,546.2099999999999,54,46
35810B,147,155.03,21,18
35815P,162,63.28000000000001,5,5
35816P,78,29.64,2,2
35817P,18,19.86,2,2
35818B,31,11.780000000000001,3,3
35818P,264,100.32000000000001,18,15
35819B,268,101.84,27,19
35819P,95,66.55,7,7
35833P,37,46.25,12,8
35909A,8,23.6,3,3
35909B,8,23.6,2,2
35910A,20,39.0,4,4
35910B,13,25.349999999999998,3,3
35911A,205,194.14999999999998,25,23
35911B,17,35.7,4,4
35912B,249,283.89,18,15
35913B,35,29.75,10,8
35914,136,163.1,19,16
35915B,91,150.14999999999998,14,14
35915C,49,80.85,8,8
35916A,20,17.0,3,3
35916B,6,5.1,1,1
35916C,54,45.9,5,5
35920,67,83.75,11,11
35921,54,67.5,11,9
35922,28,138.6,10,10
35923,1265,631.71,42,30
35924,724,1262.1,33,25
35933,222,84.36,16,15
35953,3017,1282.4099999999999,89,81
35954,1124,253.35000000000002,34,30
35957,558,146.04000000000002,7,7
35958,12,10.2,3,3
35961,2692,2138.44,159,116
35964,624,246.78,40,34
35965,181,181.87,28,22
35966,27,10.260000000000002,2,2
35967,381,150.54000000000002,29,24
35968,145,52.760000000000005,18,14
35970,4647,7665.110000000001,349,270
35971,423,504.64,56,39
35972,96,120.0,17,14
37327,1375,548.37,48,36
37330,6,2.34,1,1
37333,14,54.3,11,9
37340,2042,803.74,64,59
37342,1435,1142.29,64,50
37343,62,89.69999999999999,8,8
37351,4,1.56,1,1
37370,2508,2835.08,120,72
37379A,6,7.5,1,1
37413,701,283.71,81,52
37423,78,33.18,3,3
37444A,49,31.910000000000004,16,9
37444B,4,11.8,3,2
37444C,21,31.23,9,5
37446,1297,1775.05,159,93
37447,757,1104.8899999999999,76,51
37448,1404,2043.0,161,78
37449,562,5084.78,153,106
37450,668,1841.0,103,47
37461,1,1.25,1,1
37462E,27,5.59,4,4
37464,3,3.75,2,2
37467,128,60.04,11,11
37468,64,24.96,13,11
37471,12,10.2,1,1
37475,57,532.11,30,27
37476,17,160.39,9,9
37479B,127,60.33,17,16
37479P,130,57.18,23,15
37482P,489,220.95,37,30
37487B,68,19.72,2,2
37488A,28,10.92,3,3
37489A,33,14.43,15,14
37489B,31,16.77,12,12
37489C,23,13.65,8,8
37489D,40,17.16,17,16
37491B,4,6.6,1,1
37491C,8,13.2,1,1
37491D,2,3.3,1,1
37495,428,1547.4,84,75
37500,338,1972.46,80,53
37501,102,708.9000000000001,29,28
37509,2,5.1,2,2
40001,755,573.7099999999999,35,23
40003,147,154.95,11,10
40005B,12,10.2,4,4
40016,5524,1870.7,75,54
40046A,50,62.5,6,6
44089A,15,6.3,4,4
44089C,24,10.08,6,6
44091A,9,3.78,3,3
44092B,14,11.899999999999999,5,4
44092C,20,17.0,8,5
44228,36,30.599999999999998,2,2
44234,645,121.04999999999998,23,17
44235,539,200.45999999999998,16,11
44236,52,56.52,7,6
44242A,12,9.48,1,1
44242B,52,50.28,3,3
44265,2,8.5,1,1
45013,3,8.850000000000001,2,2
46000M,1008,1562.4,134,92
46000P,17,72.25,5,5
46000R,101,146.45,37,22
46000S,1551,2248.95,182,128
46000U,107,133.75,26,16
46115B,12,2.2800000000000002,2,1
46118,193,164.04999999999998,18,12
46126A,48,60.0,6,5
46138B,43,43.15,12,8
46775D,24,406.79999999999995,13,12
46776A,14,69.30000000000001,6,6
46776B,15,74.25,7,6
46776C,11,54.45,6,6
46776D,12,59.400000000000006,3,3
46776E,14,69.3,5,5
46776F,19,94.05000000000001,8,6
47013A,14,3.0399999999999996,4,4
47013C,43,5.5,7,7
47016,2,4.2,1,1
47021G,518,230.39999999999998,15,12
47310M,265,326.73,48,23
47341A,27,38.75,5,5
47341B,45,56.25,11,11
47343A,159,145.17,14,13
47344B,44,43.66,6,6
47348A,97,50.31,15,11
47351B,86,234.5,9,7
47367B,57,194.55,11,11
47369A,8,23.6,6,6
47369B,3,11.690000000000001,3,3
47420,202,38.38,19,11
47421,975,385.02,63,16
47422,555,220.14000000000001,55,16
47469,359,167.10999999999999,17,10
47471,264,150.18,26,19
47480,692,1092.8799999999999,54,29
47481,222,164.22,20,15
47503A,2754,1261.69,168,123
47503H,96,92.08,36,30
47503J,1,7.95,1,1
47504H,948,860.88,92,68
47504K,1958,1826.78,179,141
47518F,827,113.64,28,19
47556B,2600,6045.0,2,1
47559B,2004,2416.67,246,152
47563A,199,251.25,46,31
47566,15291,68844.33,1396,708
47566B,2291,10445.25,317,192
47567B,592,3289.7200000000003,128,81
47570B,180,1642.68,26,23
47574A,423,366.25,52,36
47574B,4,17.0,2,2
47578A,198,168.29999999999998,31,26
47579,1,2.1,1,1
47580,330,818.7099999999999,78,55
47585A,102,382.5,27,23
47586A,21,53.55,8,7
47589,13,70.85000000000001,3,3
47590A,1950,10107.52,356,228
47590B,2287,11688.150000000001,363,238
47591B,38,62.699999999999996,10,9
47591D,3144,5823.36,401,250
47593A,33,14.37,13,10
47593B,1663,676.39,96,68
47594A,52,101.39999999999999,26,26
47594B,91,177.45,30,26
47599A,2409,4481.62,146,102
47599B,1451,2728.94,108,69
48111,1107,6715.25,177,111
48116,1419,8053.22,142,88
48129,880,5644.46,183,125
48138,3625,23697.99,520,313
48173C,1787,9822.2,176,105
48184,1975,13470.95,358,227
48185,3429,21187.69,244,143
48187,3721,22968.25,537,314
48188,2028,11544.2,253,163
48194,3271,19948.81,484,286
51008,511,1662.95,19,16
51014A,3621,1777.61,161,106
51014C,2462,1180.26,113,71
51014L,1936,951.54,107,72
51020A,325,116.32999999999998,18,16
51020B,197,70.57,15,13
62018,4402,5691.5,59,39
62043B,17,14.11,5,5
62074B,16,6.72,4,4
62086A,86,167.7,13,13
62094B,13,33.15,3,2
62096A,106,132.5,8,7
62096B,2,2.5,1,1
62097B,9,7.469999999999999,3,2
70006,2620,1657.6999999999998,81,72
70007,732,639.36,58,46
71038,239,1244.95,49,34
71050,33,11.549999999999999,6,5
71053,1639,5915.95,263,149
71101E,348,280.2,23,17
71143,10,8.5,1,1
71215,11,4.62,2,2
71270,207,259.96,35,16
71279,156,450.6000000000001,29,20
71403,54,159.3,14,12
71406C,138,57.96,21,13
71459,12941,10031.45,380,226
71477,6652,20049.12,268,155
71495A,96,34.56,2,2
71495B,160,58.56,5,4
71496A,114,61.86000000000001,5,5
71496B,13,7.37,4,4
71510,52,36.519999999999996,8,5
72024U,72,15.120000000000001,3,3
72051S,46,19.32,6,5
72122,292,277.4,46,38
72127,168,208.1,30,25
72128,189,145.53,33,28
72130,215,126.79,25,20
72131,137,238.34999999999997,19,14
72132,28,54.599999999999994,12,9
72133,39,48.75,14,11
72134,98,47.18,8,6
72140E,31,26.349999999999998,8,8
72225C,600,158.64,16,12
72232,3317,630.23,66,45
72349B,689,1318.98,95,51
72351A,1248,2414.16,139,78
72351B,2060,3860.2400000000002,159,87
72369A,28,35.0,4,3
72586,626,262.92,38,36
72598,459,364.95,43,38
72709,44,37.4,7,4
72741,5801,7785.049999999999,251,195
72760B,386,3677.18,136,104
72780,137,116.44999999999999,20,18
72783,16,33.6,2,2
72798C,7,11.549999999999999,3,3
72799C,80,123.68,18,17
72799E,394,728.1400000000001,50,43
72799F,128,368.00000000000006,22,19
72800B,140,270.76,39,31
72800C,126,235.06,32,26
72800D,86,219.29999999999998,30,20
72800E,453,921.39,102,62
72801C,138,163.38,14,13
72801D,58,72.5,12,10
72801G,55,68.75,12,9
72802A,316,1275.92,57,44
72802B,968,1749.94,75,54
72802C,1375,2545.37,91,63
72803A,530,722.5,41,30
72807A,340,1406.28,68,53
72807B,350,1443.5,82,56
72807C,669,2727.97,112,83
72811,49,67.25,6,6
72812,18,49.980000000000004,4,3
72815,2,7.5,1,1
72816,827,842.51,32,26
72817,1048,961.4,96,74
72818,1821,782.77,65,51
72819,208,436.4,30,28
72821,11,18.15,4,4
75011,172,138.76,12,9
75013B,25,41.24999999999999,7,6
75049L,6821,6107.049999999999,124,71
75131,488,522.5600000000001,13,13
75172,93,85.31,8,8
75178,455,210.19,9,6
77079,1,2.12,1,1
77101A,386,423.22,21,16
78033,37,179.35,7,6
78034B,8,15.6,7,6
78124,191,247.75,18,16
79000,3808,2761.6,97,69
79026B,25,10.61,9,7
79030D,462,217.98,31,26
79030G,1364,610.0799999999999,53,44
79051A,791,265.39,40,32
79062D,52,19.4,4,4
79063C,235,43.65,14,13
79063D,189,34.91,11,9
79066K,739,618.13,110,69
79067,143,496.25,18,16
79071B,20,59.0,11,10
79144B,108,42.96,16,14
79144C,64,24.479999999999997,7,5
79149B,18,7.56,8,8
79151B,11,4.62,2,2
79157B,4,3.4,2,2
79157V,5,4.25,3,3
79160,446,798.84,54,30
79161A,2,5.9,2,2
79163,1517,621.87,33,25
79164,1672,699.96,21,12
79190A,340,142.8,34,24
79190B,655,245.1,35,24
79190D,227,95.34,25,16
79191B,154,130.9,26,23
79191C,1105,812.53,65,57
79191D,25,21.249999999999996,7,7
79192A,3,3.75,2,2
79302M,355,950.45,48,26
79321,9650,46286.51,524,205
79323B,8,54.0,1,1
79323P,4,27.0,1,1
79329,12,12.18,2,2
79331,26,17.5,3,3
79336,36,13.680000000000003,3,2
79337,644,259.96,10,9
79403,89,75.64999999999999,11,9
79406,140,30.8,6,6
81950B,117,33.93,10,8
81950V,21,8.889999999999999,7,6
81952B,200,38.0,9,9
81952V,367,69.73,27,22
81953B,11,2.09,5,2
81953P,28,5.32,3,2
82001S,1508,5231.08,106,49
82011A,16,60.0,10,8
82011B,41,139.35,19,11
82011C,51,172.05,20,17
82095,7,53.550000000000004,4,4
82482,8276,20001.65,887,410
82483,2341,14689.87,521,241
82484,5921,34478.01,606,285
82486,2085,17590.63,569,235
82494L,6282,17625.07,820,392
82551,2791,4229.719999999999,255,156
82552,2922,4462.37,299,184
82567,497,1011.4100000000001,151,86
82578,1956,1088.5600000000002,224,142
82580,5505,3018.05,388,210
82581,3749,1997.13,303,172
82582,4290,8552.220000000001,378,176
82583,6415,12832.140000000001,404,206
82599,421,879.1800000000001,87,67
82600,5833,12097.380000000001,423,221
82605,14,29.400000000000002,3,3
82613A,67,83.75,15,13
82613B,401,268.85,46,39
82613C,361,235.45,38,33
82613D,470,272.1,51,43
82615,36,91.8,1,1
82616B,308,416.78000000000003,50,35
82616C,277,385.52,52,40
84006,832,707.1999999999999,78,46
84012,1212,1190.0,95,78
84016,25,10.5,1,1
